Timestamp,Power_kW,Temperature_C,Humidity_pct,Wind_Speed_ms,Solar_Radiation_Wm2,Day_of_Week
2020-01-01 00:00:00,28.663873695591843,16.16544406020507,56.43551059338129,5.522133455411775,0.0,2
2020-01-01 01:00:00,37.137322191025376,16.18958237735284,58.300486930549134,5.424689472715047,0.0,2
2020-01-01 02:00:00,41.24243809361159,18.967392830383986,56.841078940591686,6.4044838526197845,0.0,2
2020-01-01 03:00:00,62.3593603952454,21.75360937293139,60.380074480548,5.869080416557155,2.993378218493829,2
2020-01-01 04:00:00,56.86206860911342,19.033836023658125,65.81387690312697,7.234828097276475,20.483246532137564,2
2020-01-01 05:00:00,62.42154211603075,19.533370971729585,55.97277346011138,5.98098057255204,13.882718867435289,2
2020-01-01 06:00:00,85.95291905282059,23.330441385197386,64.83208673465947,7.998335803258259,0.0,2
2020-01-01 07:00:00,90.72825083036571,21.536514343933764,55.91962388408296,7.33764385935577,394.62994380687815,2
2020-01-01 08:00:00,80.98762025202902,18.563194001234894,55.589848183332975,5.34702832482949,697.9231151129608,2
2020-01-01 09:00:00,75.8976537831262,19.79266974728727,63.920957337533466,8.250030136136015,798.8842356114525,2
2020-01-01 10:00:00,75.72106786477478,16.745180368557676,64.43766613585548,6.20412897369079,691.0096988215437,2
2020-01-01 11:00:00,95.90803725744621,15.534651472554696,64.08503392963067,5.671851403938084,367.60932255710577,2
2020-01-01 12:00:00,91.71933373770538,15.655940297314672,53.24899720472669,5.879045625333046,0.0,2
2020-01-01 13:00:00,101.5840813934383,10.051360039354403,57.49822935545714,6.569229137442678,0.0,2
2020-01-01 14:00:00,100.88447804772007,9.222180089156542,63.942927205834,5.784161444756966,0.0,2
2020-01-01 15:00:00,86.34708315754213,10.511906789767924,60.03569344863687,5.106975097821021,12.81288640019709,2
2020-01-01 16:00:00,93.49147067992897,8.816226494591564,54.459520014830076,7.008609557139499,0.0,2
2020-01-01 17:00:00,80.9602477286015,10.97088128792781,62.11957394144461,7.274991708674025,13.736762665302757,2
2020-01-01 18:00:00,82.21744175582745,8.355967603140183,56.253947950860045,6.437759677626923,11.9783200894182,2
2020-01-01 19:00:00,83.62269448458783,7.517779220066679,68.80060848777846,7.7311549218108935,0.0,2
2020-01-01 20:00:00,54.72499354600854,13.77318627310352,67.55219155790869,8.319620960928503,20.010966514030756,2
2020-01-01 21:00:00,43.35718012569486,11.184929247276793,62.84847137759523,5.307187804874912,14.863946898498664,2
2020-01-01 22:00:00,38.28211014604438,12.80707216355845,66.63301776966627,5.22311827827348,0.0,2
2020-01-01 23:00:00,44.274931865728284,11.028424156243084,60.151940996434305,5.504184641655829,0.0,2
2020-01-02 00:00:00,26.081348718923735,14.255215157085715,63.483206865739,6.400544445676774,21.944655713287133,3
2020-01-02 01:00:00,34.28370087975448,16.859921011068415,67.0446208703743,7.061585009623386,4.640276788153283,3
2020-01-02 02:00:00,44.0067607388186,15.541993451291473,60.88351280283548,7.809181014058224,20.893943367362844,3
2020-01-02 03:00:00,48.49617212968572,19.63091054876016,58.3800835362925,6.338945051971448,0.0,3
2020-01-02 04:00:00,57.04027183894692,18.472830245220663,51.132909602978344,5.123073990849422,1.9697019403892424,3
2020-01-02 05:00:00,62.75277557023899,19.59022223799487,59.24035176525645,5.673615874277772,0.0,3
2020-01-02 06:00:00,78.25804541996204,19.140567381677286,63.77313531667548,5.629175035509985,0.0,3
2020-01-02 07:00:00,95.45206811494101,23.8781661065993,64.38418653170207,6.777678806357313,418.4041714405506,3
2020-01-02 08:00:00,79.46304631483652,19.647113175582405,62.17784472245597,6.966758741261702,734.7526285822854,3
2020-01-02 09:00:00,68.16798061857928,16.764092654157015,56.94952391905272,5.698520959616979,789.4921999785222,3
2020-01-02 10:00:00,86.3456586130757,19.489070430342455,49.77191154912597,6.091173584171318,689.4557295612638,3
2020-01-02 11:00:00,82.43236667913331,14.19638853170664,57.17994390384025,5.212043183615249,402.2171091321222,3
2020-01-02 12:00:00,89.64327905995738,15.761707796145592,58.13429503859417,6.338418163692679,0.0,3
2020-01-02 13:00:00,95.38436265324736,10.130545132863924,58.09137455791385,5.220294184018695,19.571194575785142,3
2020-01-02 14:00:00,97.88958147251228,10.18760850833922,62.748801178753546,6.824511304946688,0.0,3
2020-01-02 15:00:00,88.09303443681625,12.202169171941591,69.58440144893812,7.282124380601301,2.439140467520921,3
2020-01-02 16:00:00,71.05248649781126,12.490786747204709,60.27366540306939,5.521979314722824,12.403462535483174,3
2020-01-02 17:00:00,73.85972988149189,10.857088037070678,58.57236044808161,5.106536137489072,0.0,3
2020-01-02 18:00:00,85.33585051587785,10.1126840413596,58.35991032884346,9.007127499919545,0.0,3
2020-01-02 19:00:00,67.51271446699594,9.91214408351216,60.27794322840249,6.627745523580322,0.0,3
2020-01-02 20:00:00,60.703201611704266,8.056809606479032,55.51455059212193,6.2192153047506995,0.0,3
2020-01-02 21:00:00,43.175032193777085,10.368758283413923,60.2570121875942,6.421125415447545,2.159617782329725,3
2020-01-02 22:00:00,40.37221099693421,11.922703064216503,61.91008107552292,6.059081442684421,19.938754416035934,3
